review,movie_name,label_name,predicted_label_MNB,y_true,y_pred_MNB,predicted_label_knn,y_pred_knn,predicted_label_tfidf_knn,y_pred_tfidf_knn,predicted_label_we_mnb,y_pred_we_mnb,predicted_label_tfidf_svc,y_pred_tfidf_svc,predicted_label_tfidf_rfc,y_pred_tfidf_rfc
"'Batman v Superman: Dawn of Justice' was not as awful as reputed, but was a huge disappointment. With the cast it had and the characters it was going to have in it it had the potential. It is such a shame that, despite some bright spots, Zach Snyder badly bungles its execution.

The best things about 'Batman v Superman: Dawn of Justice' are the final battle and Ben Affleck. The final battle, which takes up much of the final 40 minutes, is explosively thrilling, dynamically choreographed, passionately performed and beautifully shot. That's true of all of the action actually. Am usually not a big fan of Affleck, but he does do a surprisingly great job as Batman. The casting could have been disastrous but Affleck gives a brooding intensity to the character and more range than he usually exudes. Other bright spots in the cast are Jeremy Irons' very amusing Alfred, Amy Adams' feisty if somewhat underused Lois Lane and particularly Gal Gadot's positively show-stopping Wonder Woman.

Visually, 'Batman v Superman: Dawn of Justice' mostly looks good, with the sole exceptions of some very jumpy editing and the rather artificial-looking Doomsday. It's beautifully shot however and boldly dark and gritty look fits beautifully within the story. Hans Zimmer's music score has many moments of sheer power and beauty, one of his more dynamic and involving scores in recent years.

These great things are unfortunately outweighed by the bad. The weakest asset of 'Batman v Superman: Dawn of Justice' is the story, which only really comes to life in the last forty minutes. In the meantime it takes seemingly forever to get there with a particularly ham-fisted, rambling and dull first hour. Another big problem with the story is that it's overstuffed, from trying to insert so many ideas, subplots and characters, and too often under-cooked dramatically, from too many of the characters being given short shrift and from too many of the subplots being underdeveloped, discarded or at the end of the day unnecessary. Half an hour's trimming at least would have made it far better already.

Snyder is great in visual style and in the action, but in the drama, which is a mess of overwrought and undercooked, and storytelling he does flounder badly here. The script is at best clunky and dreary, with few moments that evoke thought, very few moments resonate emotionally and the funnier quirkier scenes apart from with Irons seem misplaced. Pacing is all over the place, with some parts feeling jumpy and then most parts in serious begging of a steroid shot. While there are some bright spots in the cast, too many of the performances don't come off well. Jesse Eisenberg is the biggest problem, his manic and almost comical Lex Luthor belongs in another film entirely, while Henry Cavill is stiff and ill at ease this time round as Superman complete with limited expression. Laurence Fishburne tries his best and has moments but he doesn't blend as well as he could have done. And to say that the film makes a complete waste of Doomsday, who was non-threatening and pretty pointless actually, is an insult to the word wasted.

In conclusion, the potential was high but despite some bright spots 'Batman v Superman: Dawn of Justice' misses the mark. 4/10 Bethany Cox",batman_v_superman_dawn_of_justice,DC Extended Universe,DC Extended Universe,0,0,DC Extended Universe,0,DC Extended Universe,0,Marvel Cinematic Universe,1,DC Extended Universe,0,DC Extended Universe,0
"This is my favourite of the franchise because it gets real. That's it: the characters are all grown up, the plot is serious and a bit dark, it has a lot of emotional content. I love Sirius Black, he's one of my favourite characters and Oldman's performance helps a lot, plus we get to see a bit of Luna, another one of my favourites. I find the ending heartbreaking, but I don't wanna include spoilers; if you've seen the film before reading the reviews, you know what I mean - if you haven't seen it yet, brace yourself.",harry_potter_and_the_order_of_the_phoenix,Wizarding World,Wizarding World,4,4,DC Extended Universe,0,DC Extended Universe,0,MonsterVerse,2,DC Extended Universe,0,Star Wars,3
"I used to love this comic book as a kid in the 70's & 80's. This movie captures this. Zach Levy is a great comedic actor, can't wait for him to get serious. I love how DC can bring out a movie like this and still have dark undertones. Looking forward to the sequel, would love to see Henry Cavill's Superman to join in or Dwayne Johnson's Black Adam to cameo.",shazam,DC Extended Universe,DC Extended Universe,0,0,Marvel Cinematic Universe,1,DC Extended Universe,0,MonsterVerse,2,DC Extended Universe,0,DC Extended Universe,0
"Woah. What a misfire for the MCU. Malekith is a horrible one-dimensional villain with no motivation and Jane basically becomes a walking plot device. The film's main problem however is that it spent way too much time setting up future MCU instalments and not enough time on whatever the plot that was meant to occur was. Despite the weak script, Hemsworth and Hiddleston still get their moments to shine.

P.S. HOW DOES THIS HAVE THE SAME RT SCORE AS ETERNALS?",thor_the_dark_world,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,MonsterVerse,2,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Maybe my favourite emotional story in the MCU. 
The character work for Rocket ​Racoon and Yondu is the closest the MCU has brought me to tears and some of the best emotional scenes in any comic book movie. Michael Rooker is captivating in this role and the scene where he sits with the knowledge that his crew is getting murdered with nothing he can do, is a highlight of the film.
Quill remains charming as ever and has a pretty good arc of learning to abandon his toxic traits and entitlement to be a better leader for the team.
The scene with Drax and Mantis is visual storytelling done right and I wish we had more of this in this franchise.
This is the movie that got me actually care about Gamora and Nebula, still not a fan of Zoe Saldanas performance, but Karen Gillan is brilliant in this.
Baby Groot is pretty cool too.",guardians_of_the_galaxy_vol_2,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,DC Extended Universe,0,Marvel Cinematic Universe,1
"This film was disappointment to me personally, especially after how enjoyable Homecoming was. The reviews and ratings for this are quite high, so I expected another fresh take from this rebooted Spider-Man series - unfortunately, that was only partially delivered. Tom Holland is great, but plot holes of disturbing magnitude and many Marvel fallback comedic and visual moments really left it feeling like a lot of other films in the MCU, and not in a good way.
Worth a watch, but a let down after the quality of Homecoming.",spider_man_far_from_home,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Star Wars,3,Marvel Cinematic Universe,1,DC Extended Universe,0,Marvel Cinematic Universe,1,MonsterVerse,2
"If you want to watch a movie where JJ Abrams retcons The Last Jedi and make Anakin Skywalker's entire character journey through the prequels and original trilogy feel like a waste of time, this is the movie for you. The Last jedi might not have been great but it allowed the last movie of the sequels to be something different. In the end what we got was an extremely bland Darth Vader story, a terrible copy of Avengers Endgame climax moment and no matter what anyone says, basically 0 character development. This final film personified the sequel trilogies whole idea of if you want to understand and like the character journey, go buy the extra disney stuff. At the end of the day, Rise of Skywalker fails as a Star Wars in a Trilogy which fails as a Star Wars trilogy. I only feel sorry for the actors in this movie who ended up with 1 dimensional characters to play. Last of all, Sorry Rian Johnson.",star_wars_the_rise_of_skywalker,Star Wars,Star Wars,3,3,Wizarding World,4,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,DC Extended Universe,0
"This movie is great but it requires a lot of work from the audience. You have to be aware of your greek mythology to understand much of it, it's really deeply woven with intricate details and informations that the more I rewatch, the more I discover. Some parts of the story did not make sense to me probably because they had too many characters to focus on. I wish they had brought in the eternals in a tv series instead which would have given enough time to explore the complex relationships and characters a bit more. But for what it was, I greatly enjoyed most of it.",eternals,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Star Wars,3,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"B+ ~ At the time of release, this movie an experience since it was the first time superheroes each with their own solo film came together in one giant film. Re-watching this though, some of the goofier elements get in the way of the story-telling. At times, it feels like every character is a clown and the quips never stop. Still have to give this movie respect for what it achieved and for what it paved the way for.",marvels_the_avengers,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Wizarding World,4,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1,DC Extended Universe,0
"Captain America The Winter Soldier was one of my favorite movie in the Marvel Cinematic Universe, because it gets so many things right. It is the kind of movie that can be watched by nearly anyone, and the plot is coherent enough to follow along and enjoy. Out of my favorite action and fight scenes in the Marvel Cinematic Universe, a handful of this are in this movie, and on top of that they are paced well enough apart that the movie doesn't feel too packed or stretched thin in any way. Captain America The Winter Soldier is one of the few solo Marvel Cinematic Universe movies to have an impact on future films in the franchise, and due to the importance of it and just how good the movie is overall I highly recommend going back and rewatching.",captain_america_the_winter_soldier_2014,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Kong Skull Island, despite the fact that it breaks the closed intro and ending set in the first installment of 2014, with possible and doubtful blunders, manages to be somewhat entertaining due to its humor and its special effects, despite the fact that some humans do not contribute much to the plot and that they are only there as a filler. Kong has incredible moments, despite the fact that it does not have too much emotion like the excellent 2005 remake, but even so, you become interested once again in its past, together with the fact that it tells us a new story after 12 years.",kong_skull_island,MonsterVerse,MonsterVerse,2,2,MonsterVerse,2,MonsterVerse,2,Star Wars,3,MonsterVerse,2,Marvel Cinematic Universe,1
"Awful awful awful, First Thor is taking out by a electric net, he is god of thunder and lightning, must of been a 1000 terrible jokes oh and the hulk, makes no sense he should of changed back so many times, sitting in hot tube calm. Should of changed back, playing with a ball and going for a walk should of changed back to Banner, and what scares me is that the same director is making the next Thor, dumb dumb dumb idea!",thor_ragnarok_2017,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,MonsterVerse,2,Wizarding World,4,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Arguably the best film of all time, ‘The empire strikes back' is filled with Striking visuals and iconic imagery throughout. Filled with meaning and a masterful script this film is one that will be considered the ""greatest of all time"" for generations.",star_wars_the_empire_strikes_back,Star Wars,Marvel Cinematic Universe,3,1,Marvel Cinematic Universe,1,DC Extended Universe,0,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"One of the strongest points in the MCU, ""Captain America: The Winter Soldier"" offers the best action the MCU has seen up until that time, and an incredible story with a great villain help elevate this film to become more than just a typical Marvel film. The political aspects of this film are handled very well, and it takes the MCU into uncharted territory.",captain_america_the_winter_soldier_2014,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,MonsterVerse,2,MonsterVerse,2,DC Extended Universe,0,MonsterVerse,2
"Wonderful fun film, great to see this superhero get his big screen debut, A  film with fun and family  at the heart of it, no complex story lines. CGI is decent ( compared to some DC movies) Mark Strong is wonderful as the villain, nice soundtrack and a overall well thought out movie,highly recommend a watch.",shazam,DC Extended Universe,DC Extended Universe,0,0,DC Extended Universe,0,DC Extended Universe,0,Star Wars,3,DC Extended Universe,0,MonsterVerse,2
"Iron Man 3 is not the best Iron Man movie, and much like the second movie it has a lot of plot points and scenes that bring it down. While it does have some faults though, it does a lot of things right that make it fun to watch at times, before it slams on the breaks and becomes an annoying or boring movie for scenes, and then back to being a fun paced film again. The movie could be improved with just a couple more months of editing and the removal of some elements that slow the pace of the movie down such as the kid, and some reworking of the Mandarin villain would have been nice. If doing an Avengers rewatch of the past Marvel Cinematic Universe movies this is an easy one to skip, but not a bad one to check out again if deciding to watch the Iron Man trilogy.",iron_man_3,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"This movie exceeded my expectations! I had read the comics and seen some cartoon versions of this, and was unsure how the story would translate into a MCU movie. However, the effects were great and I really got sucked into the storytelling. And what can I say? I'm a bit of a sucker for Cumberbatch movies because of the roles the enjoys playing - the protagonist who happens to be an eccentric genius that's damaged or lacking in social EQ in some way. A great origin story told in the form of another great MCU movie.",doctor_strange_2016,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Me Parece que este es una buena Película. Pero tiene demasiadas conveniencias de Guion y Agujeros en la trama. Haciendo que la película en muchos momentos pierda su impacto. Haciéndose muy plana la trama, Y desde mi punto de vista; Alargando la Trama demasiado. A diferencia de su primera parte en esta los efectos visuales y especiales ya están mucho mejor logrados. Dando una sensación mas realista con la película; Cosa que no sucedía con la primera parte. Algo que me gustó de la película fue la sub trama que le dan al la discriminación en el mundo mágico. Tomándose mas enserio la película y la trama; Dando pie a un muy buen diálogo y algunas escenas memorables que no necesariamente tienen que contener magia. El guion de esta película es una montaña rusa; En algunos momentos esta en la alta y en otros esta muy en la baja. Mostrándose muy clara mente los dos aspectos en la película. Es una buena película para pasar el rato; Pero si tendrás que apagar el cerebro.",harry_potter_and_the_chamber_of_secrets,Wizarding World,Wizarding World,4,4,DC Extended Universe,0,Wizarding World,4,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"While Tom Holland is a great actor and solid cast, the bright and bubbly vibe of this movie doesn't really hide the slight mischaracterisation of Spider-Man in this very MCU prominent world. Even the villian cares more about Iron Man than Spidey, like c'mon. The love interest is quite useless and theres absolutely no chemistry. This movie almost would have worked without one. Fun movie to watch but doesn't feel like a Spider-Man movie as much as it should. Ned is a legend though.",spider_man_homecoming,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,MonsterVerse,2,MonsterVerse,2,DC Extended Universe,0,Marvel Cinematic Universe,1,DC Extended Universe,0
"This movie is a definitely fun, but I find that it lacked a bit of emotion. While not totally ignored, I found myself being much more excited by the amazing fight scenes than the actual character and plot. I do however like the new format, and this is one of the fun times when a new format was actually successful for marvel. Definitely worth a watch, but I wouldn't put it on my top list.",shang_chi_and_the_legend_of_the_ten_rings,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"When Stephen Strange, a highly skilled neurosurgeon, gets into a life-altering car wreck, his livelihood is threatened by the possibility of no longer being able to use his hands. Having to humble himself and allow his mind to be challenged, Strange seeks out the use of mystical arts to nurse him back to good health. After having mastered the arts, he comes across several cataclysmic secrets and ruthless villains that dwell in multiple dimensions.

Some may say that the feature relied too heavily on CGI, but those people have unquestionably never seen a Marvel film before. That being said, the action scenes, action violence, and sci-fi visual effects were outstanding. 

Alongside a few other brilliant dramatic actors, Cumberbatch is great as Strange. He exudes arrogance, brilliance, hopelessness, and heroism flawlessly through his literary and literally multi-dimensional character.

The script follows a strategic formula established by the geniuses from Marvel, but has enough twists and turns to leave viewers on the edge of their seats. 

There's nothing NOT to love about this film. Doctor Strange is an easily likable character and awesome addition to the epic hero franchise. 93%!",doctor_strange_2016,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"The best Star Wars movie after the original trilogy, i put it as the level level of quality as them and maybe even better thanks to technology. Jedis are less present maybe but wow those space battles and planet fights: a true war movie! This movie is also deep and little bit dark but it's about a message of hope.",rogue_one_a_star_wars_story,Star Wars,Marvel Cinematic Universe,3,1,Marvel Cinematic Universe,1,Star Wars,3,Star Wars,3,DC Extended Universe,0,Marvel Cinematic Universe,1
"Genuine and well-staged darkness and visual spectacle can't make up for a baggy running time - the whole film could be 45 or so minutes shorter and sacrifice little in terms of plot or character. The love sub-plots feel like they get in the way; the first hour or so could be half that length; the rest of the film is only marginally less over-long. The strengths are real and effective, but it's hard not to think it could have been more so with more discipline.",harry_potter_and_the_half_blood_prince,Wizarding World,DC Extended Universe,4,0,DC Extended Universe,0,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1,DC Extended Universe,0
"This movie is just an abomination. It is impossible to fit Newts cute animal storys into a bigger plotline about a wizarding world war. None of the characters except for Tina should be in this movie. They do not belong in this setting. Newt is not a capable wizard. He is a fucking zookeeper. Why should he have to chose a side in this conflict when he could not have an impact on the story if JK did not magically give him one. The worst thing about this movie, however, is the absolute disgrace of trying to be a continuation of the first movie. This movie completly retcons the ending of the first movie in the first 20 minutes. 
They should have just made one movie about Newt and his pets in america and a possible movie series about dumbledore and Grindelwald. They could have maybe even made a connection between them by making Newts brother the point of view character in this series. Seeing that he is a capable auror who has already proven himself in war he definetly fits the part.
Please dont go watch any sequels of this movie in cinema. Do not support this bull crap some greedy corporate ""people"" and JK want to sell you.",fantastic_beasts_the_crimes_of_grindelwald,Wizarding World,Marvel Cinematic Universe,4,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Most Marvel films have plots that don't make a lot of sense if you evaluate them too closely, but usually you can just sit back and enjoy them nonetheless. Ant-Man and The Wasp, however, keeps trying to explain everything with ""science"" but the science is horrendously awful that it became impossible for me to suspend disbelief.",ant_man_and_the_wasp,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"While this movie suffer's from major writing that could of been used in a better way I do think this is still a great film. My reasoning side's with how good Ben Afleck is as batman and how great Cavil play's Superman. Zack Snyder vision for this film was amazing and I love how in the extended version (which I recommend for people who want the bigger picture) you can really see his imagination go crazy in some scenes. There is also a lot of easter-eggs pointing to Knightmare (a event which superman become's evil and join's Darkseid). Knightmare is what Batman has dream's about and fear's one day will come true, he then form's the Justice League instantly spawning the 2017 Justice League. I think this movie is overly hated for no reason and people should give it a bigger chance then most did...just ignore the Martha part.",batman_v_superman_dawn_of_justice,DC Extended Universe,Marvel Cinematic Universe,0,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Well, Director Jon Watts described this film as ""Spider-Man: Endgame"" and it was not an understatement. With everything going on in it, the movie never loses focus from the person of Peter Parker and what it means to be ""Spider-Man."" While not perfect, this film is everything you want and that much more. Feige's ""Iron-Man jr."" finally becomes ""Spider-Man"".",spider_man_no_way_home,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,Marvel Cinematic Universe,1,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"The movie is amazing and is an epic conclusion to the movies released over the span of 11 years by Marvel Studios. There are many fan cheer moments that are portrayed well. The third act of the film was outstanding. However, the movie felt quite long and a few scenes from the movie could have been cut out which wouldn't have affected the storyline.",avengers_endgame,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Swish! Clunk! You got knocked out by a flying star-spangled red, white, and blue shield reminiscent of a frisbee. It's WW1; the world is on the brink of chaos as a Nazi sub-organization hydra plans to rule via a galactic material named the tesseract. With an army led by Hugo weavings (red skull), he seeks to hone the foreign substance by creating unlimited power and all-powerful weaponry. The world needs a signal of hope, a hero. Chris Evans plays this signal, the MCU's first avenger (captain America) with mastery. As the story transpires, Captain America (Steve Rodgers) discovers purpose, bravery, and romance as he proudly accepts the role he was so unexpectedly given but so rightfully deserved. Although, this story is considered average by many, and rightfully so. The film's phenomenal acting and choreography make it more than rewatchable. I highly recommend this film if you are new to the MCU's expansive universe and are looking for a relaxing not so complex superhero story with plenty of heart.",captain_america_the_first_avenger,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,MonsterVerse,2,Wizarding World,4,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"This is probably the BEST sequel to a movie I have EVER seen. It has an incredible soundtrack, great heart, great acting, great humour and boy oh boy does this movie look visually amazing. The colours and landscapes are JAW-DROPPING. The cast is loveable and charming like always. There's not a single character I don't like. I'm conclusion, if you liked the first movie, you will DEFINITELY like this one.",guardians_of_the_galaxy_vol_2,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,MonsterVerse,2,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1,MonsterVerse,2
"It was difficult for me to rate this one on par with nearly every other (except 3). Once again, director whatshisface doesn't get the best performance out of the actors, but the culmination of all the story lines, the emotional impact of watching these characters face the end, good or bad, hit me so hard. The weight of the series as a whole hit me at once, leaving me an emotional wreck. It is an end to a series that was more impactful to my childhood than any other, and it sized up to the task at hand.",harry_potter_and_the_deathly_hallows_part_2,Wizarding World,Wizarding World,4,4,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Is 'Guardians of the Galaxy' as amazing as the IMDb rating (which this reviewer learned long ago is not something that should be taken to heart) and ecstatic reviews suggest? To me, not quite. Is 'Guardians of the Galaxy' well made and entertaining? Absolutely.

'Guardians of the Galaxy' boasts spectacular special effects, gorgeously psychedelic colours, slick-yet-with-enough-visual-depth cinematography (nothing cartoonish or plastic here) and very colourful and atmospheric sets that more than effectively makes one think they are immersed in this galaxy. Costumes and make-up are also of very good quality. The 70s soundtrack and score is rousing and touchingly nostalgic. The action is beautifully edited, choreographed with lots of entertainment value and thrills and is at best exhilarating, there's plenty of it without feeling too much.

James Gunn directs with style and a sure hand, always seeming as if he knew what tone he was going for and who he was aiming at ('Guardians of the Galaxy' is far and above anything else he's done and his best overall direction is here as well. Personally really enjoyed the way that 'Guardians of the Galaxy' was written too, the jokes are enormously entertaining and the film also has heart with a genuinely emotional opening.

The story is non-stop energy and compelling, with a nice balance of comedy, drama and section. It is not perfect, and is one of the film's weaker points, with a been-there-done-that feel, a couple of overly-sentimental moments and a couple of randomly placed moments that were not needed at all and just took away from the flow and tone of the scene (Chris Pratt's dance).

The characters are on the most part incredibly colourful and engaging, with a great chemistry throughout. Peter is a likable lead character and Groot is quite adorable and amusing, but Rocket the Racoon doesn't just threaten to steal the show, to me Rocket actually does steal the show. The one exception really is the very bland and barely developed villain Ronan.

Chris Pratt is highly charismatic, Zoe Saldana is suitably fiery, Karen Gillan is imposingly formidable, Dave Bautista induces lots of laughs and charm while showing a very intensely played vengeful side (though that was a little too hastily introduced) and a surprisingly well-cast Vin Diesel does a great job as Groot. Bradley Cooper stands out, being a sheer delight as Rocky. Lee Pace tries but struggles to bring any menace or dimension to Ronan, can't say I blame him as anybody given the role if written in the way it was here would have struggled to bring believability to it.

All in all, not perfect and not quite as great as all that but exciting, well-made and lots of fun, really enjoyed it. 8/10 Bethany Cox",guardians_of_the_galaxy,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"When I saw the trailer for the new star wars chapter I was a bit skeptical about how this product would evolve, but I was impressed to see a new storyline and new characters emphasized very well within the context. A bad guy and a good guy fighting something quite trivial I would say, but adding that air of space travel, combats and choreographies done well the result will be excellent, the only sore point are the various cabaret skits to make people laugh, I would have liked to skip them but at the cinema it is not possible",star_wars_episode_vii_the_force_awakens,Star Wars,DC Extended Universe,3,0,DC Extended Universe,0,DC Extended Universe,0,MonsterVerse,2,Marvel Cinematic Universe,1,DC Extended Universe,0
"Spider-Man's No Way Home is a messy multiverse web to untangle, with manifold logic and plot problems. If the three Peter Parkers ended the race to the films end at a break-neck pace straight to Pay Off City, they began it by literally stumbling in a heap and breaking their necks. It is a feast of fan service you needn't feel guilty getting fat on: fanservice which exists in service of the plot, instead of being nothing more than a naked nostalgia cash grab. It is a fucking fantastic film, a Marvel movie bolstered by an ensemble cast of almost universally perfect performances; a pathotic character study/ hero's journey that truly nails the comic book hero's central premise (famously phrased as, ""With Great Power, Comes Great Responsibility) better than any prior motion picture. I promise, its final moments WILL hit you in the feels. Objectively, No Way Home may not be the best constructed Spider-Man, but is obviously the best in its trilogy. Subjectively, it is an absolute home run-and my absolute favorite Spider-Man movie. I fucking LOVED it.",spider_man_no_way_home,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Wonder Woman is a truly amazing movie. Patty Jenkins has given us one of the best films ever made. The message, action, humor and wonder never fails to amaze me. Amazons carrying swords, Diana deflecting bullets and many more give this film so much power. As Wonder Woman is my favorite superhero, this movie exceeded my expectations. Gal Gadot brought her to life in the most epic way possible and performances by Chris Pine, Connie Nielsen, Robin Wright and many more makes the film even more incredible. Everyone must see this film.",wonder_woman_2017,DC Extended Universe,DC Extended Universe,0,0,DC Extended Universe,0,DC Extended Universe,0,Marvel Cinematic Universe,1,DC Extended Universe,0,MonsterVerse,2
"Eddie Redmayne as Newt Scamander was just too charming, all fantastic beasts looked magical, and I really liked the inclusion of a no-maj discovering the wonders and dangers of the wizarding world. Also, the fact that the main characters are adult, fully trained wizards gives a whole new experience of magic compared to the years we spent watching mostly magical schoolchildren. The look into a magical government was also nice. The ""Fantastic Beasts"" part of the film was great. The other part, dealing with society and politics, was quite disappointing. The film tried to include too much to satisfyingly develop all the parts. It's worth watching for Redmayne and the magical animals, though.",fantastic_beasts_and_where_to_find_them,Wizarding World,Wizarding World,4,4,DC Extended Universe,0,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"A wonderful way to introduce a new cast of characters to the already huge MCU!! I didn't know anything about this rag tag team of misfits until this film. And by goly did it give me the info I needed!! Star Lord, Drax, Gamora, Rocket and Groot now have a place in my comic loving heart and will remain forever! Thanks James Gunn and Cast and Crew for an explosive ride guarding the galaxy!",guardians_of_the_galaxy,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3,DC Extended Universe,0,Marvel Cinematic Universe,1
"The most artistically bold film in the MCU to date. The visuals here are breathtaking. But what really makes it shine is the level of sophistication in its themes and characters. It's isolation from other films and its ""Classic Hollywood"" feel make it feel more like a DC movie, but one of the fantastic ones. Cumberbatch is great also. Very little MCU connections, but worth an inclusion in the rewatch nonetheless.",doctor_strange_2016,Marvel Cinematic Universe,Wizarding World,1,4,DC Extended Universe,0,DC Extended Universe,0,DC Extended Universe,0,Marvel Cinematic Universe,1,MonsterVerse,2
"I love the unique tone of this new entry into the MCU which leans way into the lighthearted humor, yet never sacrifices any of the wider ranging stakes or suspenseful action sequences we usually find in the Marvel films. While I laughed more during this than any film so far on this rewatch, I also loved the beautiful, and sometimes even touching, exploration of loss and friendship taking place just under the surface.

The soundtrack is also easily my favorite so far of any MCU film and helps create that unique tone I find so pleasing that I touched on above. I hadn't seen this for over six years and remembered the opening sequence featuring adult Star Lord quite well, likely because of the accompanying music.

The cast has such fun chemistry and emits a pleasing magnetism, easily drawing me in and heightening my interest in each of their diverse back stories. Dave Bautista as Drax the Destroyer earns the MVP on this watch, eliciting quite a few audible giggles and even an outright laugh or two. John C. Reilly was also a pleasant surprise and got laughs in a couple of his very few appearances.

I'll always appreciate the superhero movies with some humor and a lighter, more playful tone, over the ultra serious, more classically inspired, style. Iron Man and Thor gave a taste of the slightly irreverent humor that the Guardians successfully ratchet, or Rocket, up to another level. 7.5/10",guardians_of_the_galaxy,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1
"There is one particularly good scene where the Avengers hang out. Just hang out. You really get to know them as people. There's lots of fun action, and it fits into the greater MCU story very nicely—especially with the gift of retrospective viewing. 
James Spader is brilliant as Ultron and my only real complaint is that I was left feeling that Ultron still had untapped potential. I won't spoil what happens but I'll say that if you feel that way then follow this up by watching the series ""What If...?""",avengers_age_of_ultron,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,DC Extended Universe,0,MonsterVerse,2,DC Extended Universe,0,Marvel Cinematic Universe,1
