quote,author,type
Believe that life is worth living and your belief will help create the fact.,William James,positive
"When you wake up every day, you have two choices. You can either be positive or negative; an optimist or a pessimist. I choose to be an optimist. It's all a matter of perspective.",Harvey Mackay,positive
"I always like to look on the optimistic side of life, but I am realistic enough to know that life is a complex matter.",Walt Disney,positive
"Positive feelings come from being honest about yourself and accepting your personality, and physical characteristics, warts and all; and, from belonging to a family that accepts you without question.",Willard Scott,positive
"My dear friend, clear your mind of cant.",Samuel Johnson,positive
The person who can bring the spirit of laughter into a room is indeed blessed.,Bennett Cerf,positive
Today or any day that phone may ring and bring good news.,Ethel Waters,positive
Our chief want is someone who will inspire us to be what we know we could be.,Ralph Waldo Emerson,positive
My optimism wears heavy boots and is loud.,Henry Rollins,positive
I do believe we're all connected. I do believe in positive energy. I do believe in the power of prayer. I do believe in putting good out into the world. And I believe in taking care of each other.,Harvey Fierstein,positive
The gift of fantasy has meant more to me than my talent for absorbing positive knowledge.,Albert Einstein,positive
It takes but one positive thought when given a chance to survive and thrive to overpower an entire army of negative thoughts.,Robert H. Schuller,positive
"The learner always begins by finding fault, but the scholar sees the positive merit in everything.",Georg Wilhelm Friedrich Hegel,positive
"I'm taking all the negatives in my life, and turning them into a positive.",Pitbull,positive
Don't let people disrespect you. My mom says don't open the door to the devil. Surround yourself with positive people.,"Cuba Gooding, Jr.",positive
"If you are given a chance to be a role model, I think you should always take it because you can influence a person's life in a positive light, and that's what I want to do. That's what it's all about.",Tiger Woods,positive
Say and do something positive that will help the situation; it doesn't take any brains to complain.,Robert A. Cook,positive
A lot of times people look at the negative side of what they feel they can't do. I always look on the positive side of what I can do.,Chuck Norris,positive
"I surround myself with positive, productive people of good will and decency.",Ted Nugent,positive
"But I have found that in the simple act of living with hope, and in the daily effort to have a positive impact in the world, the days I do have are made all the more meaningful and precious. And for that I am grateful.",Elizabeth Edwards,positive
Every positive value has its price in negative terms... the genius of Einstein leads to Hiroshima.,Pablo Picasso,positive
Don't cry because it's over. Smile because it happened.,Dr. Seuss,smile
A smile is a curve that sets everything straight.,Phyllis Diller,smile
"Too often we underestimate the power of a touch, a smile, a kind word, a listening ear, an honest compliment, or the smallest act of caring, all of which have the potential to turn a life around.",Leo Buscaglia,smile
"Let my soul smile through my heart and my heart smile through my eyes, that I may scatter rich smiles in sad hearts.",Paramahansa Yogananda,smile
"The real man smiles in trouble, gathers strength from distress, and grows brave by reflection.",Thomas Paine,smile
"Smile, it's free therapy.",Douglas Horton,smile
A warm smile is the universal language of kindness.,William Arthur Ward,smile
Colors are the smiles of nature.,Leigh Hunt,smile
Smile in the mirror. Do that every morning and you'll start to see a big difference in your life.,Yoko Ono,smile
"Be thou the rainbow in the storms of life. The evening beam that smiles the clouds away, and tints tomorrow with prophetic ray.",Lord Byron,smile
A smile is happiness you'll find right under your nose.,Tom Wilson,smile
"A gentle word, a kind look, a good-natured smile can work wonders and accomplish miracles.",William Hazlitt,smile
"Look back, and smile on perils past.",Walter Scott,smile
"After every storm the sun will smile; for every problem there is a solution, and the soul's indefeasible duty is to be of good cheer.",William R. Alger,smile
Always keep your smile. That's how I explain my long life.,Jeanne Calment,smile
"A smile is the light in your window that tells others that there is a caring, sharing person inside.",Denis Waitley,smile
"If you smile when no one else is around, you really mean it.",Andy Rooney,smile
"I'm really exciting. I smile a lot, I win a lot, and I'm really sexy.",Serena Williams,smile
"A kind heart is a fountain of gladness, making everything in its vicinity freshen into smiles.",Washington Irving,smile
"Smiling is definitely one of the best beauty remedies. If you have a good sense of humor and a good approach to life, that's beautiful.",Rashida Jones,smile
A smile is the universal welcome.,Max Eastman,smile
Wrinkles will only go where the smiles have been.,Jimmy Buffett,smile
"The happiness of life is made up of minute fractions - the little, soon forgotten charities of a kiss or a smile, a kind look or heartfelt compliment.",Samuel Taylor Coleridge,smile
"What sunshine is to flowers, smiles are to humanity. These are but trifles, to be sure; but scattered along life's pathway, the good they do is inconceivable.",Joseph Addison,smile
They might not need me; but they might. I'll let my head be just in sight; a smile as small as mine might be precisely their necessity.,Emily Dickinson,smile
I think that anybody that smiles automatically looks better.,Diane Lane,smile
"Remember even though the outside world might be raining, if you keep on smiling the sun will soon show its face and smile back at you.",Anna Lee,smile
I never smile unless I mean it.,Donny Osmond,smile
But God can only smile because only God can know what is coming next.,Desmond Tutu,smile
Children learn to smile from their parents.,Shinichi Suzuki,smile
Wear a smile and have friends; wear a scowl and have wrinkles.,George Eliot,smile
I want to touch the heart of the world and make it smile.,Charles de Lint,smile
"The flower in the vase smiles, but no longer laughs.",Malcolm de Chazal,smile
A smile is the chosen vehicle of all ambiguities.,Herman Melville,smile
